UPRN,R Route,D Route,G Route,F Route,C Route,R Day,R Wk,D Day,D WK,G Day,G Wk,F Day,F Wk,C Day,F Wk
9059029380,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100830,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100831,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094099,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094100,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094101,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094102,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094103,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094104,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094105,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094106,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094107,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094108,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094109,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094110,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094111,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094112,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094113,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094114,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094114,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094086,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094087,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059094088,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059014549,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059014179,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059013873,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100913,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100926,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100914,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100927,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100915,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100928,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100916,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100929,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100917,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100930,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100918,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100931,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100932,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100919,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100933,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100920,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100921,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100922,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100923,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100924,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100925,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100784,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100785,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100786,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100787,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100788,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100789,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100790,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100791,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100792,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100793,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100794,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059045126,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059013126,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059013127,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100795,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100796,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100797,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100798,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059051588,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059008639,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059017283,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059055316,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059049433,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059063295,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059042247,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059046728,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059029038,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059030570,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059038509,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043039,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059037668,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059046167,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059015841,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059029267,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059015836,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059028532,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020089,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059012826,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020091,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048960,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059028742,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059012825,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059025053,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059069292,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059016586,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059057421,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059085974,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059022491,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059088650,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059071080,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059037550,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044111,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059042991,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044590,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048884,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059039934,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059054498,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059040306,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059059697,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059040908,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059060214,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059030824,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059070821,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059028595,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059035055,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024429,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059061335,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059019796,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059082366,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020086,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059039986,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059010153,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059061288,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059015656,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059056975,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059022060,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059057336,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059057963,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059053112,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059032093,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048447,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048063,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043756,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059001847,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044293,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059001566,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059039610,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059064771,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059040171,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059002946,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059017605,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059028909,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059058610,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059031530,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059012504,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059066304,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043356,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043020,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059028597,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067275,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024153,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059025565,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024815,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059062282,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020087,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059000716,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059025717,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059052223,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059026236,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059083372,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059047111,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059063067,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059010836,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059058186,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059057091,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059058956,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020999,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059054568,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067327,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059064993,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043028,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059034088,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059046166,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059008575,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020340,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059065084,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059071714,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024084,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059032503,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059079770,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059027679,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059034548,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059023621,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059003949,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024152,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059055359,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059019501,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059024431,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020271,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059060296,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059029457,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059083003,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059055672,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048446,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059002218,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048392,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059012203,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059058445,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059001910,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059078978,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043060,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059018832,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059069531,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059023582,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059039062,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059049734,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059029205,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059030744,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059041985,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059047933,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043470,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059049280,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059051652,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100468,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100475,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100469,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100470,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100471,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100472,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100473,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100474,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100476,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100477,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100478,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100479,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100481,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100482,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100483,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059027755,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059025572,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059064257,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059056726,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059017697,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059015550,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059048802,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059046583,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059018839,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059005237,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059049940,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059040915,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059003742,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043082,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044465,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059025171,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059006776,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059042484,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059001774,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059037464,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059087216,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059008596,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067888,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059036625,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059001421,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059036081,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059055953,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059070678,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059043359,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067328,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059021914,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059007394,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044979,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059059120,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059055955,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059005426,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059020523,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059044981,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067898,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059067906,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059100187,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059087117,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059003136,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059088668,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059088669,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059088670,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059088671,REF107,DMR107,G11,F10,C19,Tu,1,Tu,2,M,4,W,1,Tu,2
9059013071,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059031197,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059013490,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059062288,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059019148,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059015986,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059014419,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059052227,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059004272,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059005940,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059078626,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
9059031198,REF107,DMR107,G11,F10,C21,Tu,1,Tu,2,M,4,W,1,Tu,2
